stock name,price,board,volume,date,time,Period End 1,Revenue 1,P&L 1,EPS 1,Period End 2,Revenue 2,P&L 2,EPS 2,Period End 3,Revenue 3,P&L 3,EPS 3,Period End 4,Revenue 4,P&L 4,EPS 4,Financial Date,Sales,Ebitda,Ebit,Net Profit,Intangibles,Fixed Asset,Long Term Investment,Inventories,Cash,Current Liabilites,Long_debt,Provisions,Minorities,Total Shareholder Equity,Operating Margin,Return on Equity Capital,Net Profit Margin,Current Ratio,Debt to Capital at book 
GREEN PACKET BHD,0.325,Main,"5,576",06 Mar 2019,7:11 PM,31 Dec 2018,"96,668","-28,488",-3.70,30 Sep 2018,"92,444","-13,974",-1.80,30 Jun 2018,"103,585","-11,208",-1.30,31 Mar 2018,"106,546","-7,802",-0.90,31 Dec 2017,"358,944",-,-,"-16,197","20,956","6,626","305,720","1,347","40,896","148,832","234,121",0,0,"169,482",0.07,-,-4.51,1.49,-
GOPENG BHD,0.680,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"1,789","-3,725",-1.39,30 Sep 2018,"2,042","5,246",1.95,30 Jun 2018,"1,566","-2,050",-1.14,31 Mar 2018,"2,058","1,070",0.01,31 Dec 2017,"15,509",-,-,"5,567","4,107","207,113",186,326,"11,415","1,984",0,180,0,"312,644",40.37,-,35.9,54.72,-
GSB GROUP BHD,0.195,Main,"23,621",06 Mar 2019,7:11 PM,31 Dec 2018,"10,424","-2,302",-0.42,30 Sep 2018,"18,107","-1,589",-0.30,31 Mar 2018,"15,159","1,633",0.31,31 Dec 2017,"14,425","1,699",0.32,31 Mar 2018,"36,568",-,-,"-2,607",0,"15,899",0,"71,223","3,714","92,849","47,191",0,0,"53,511",0.99,-,-7.13,1.27,-
GRAND-FLO BERHAD,0.215,Main,"1,080",06 Mar 2019,7:11 PM,31 Dec 2018,"27,334","1,794",0.44,30 Sep 2018,"21,941","2,011",0.43,30 Jun 2018,"19,195","1,251",0.23,31 Mar 2018,"13,626",311,0.05,31 Dec 2017,"104,051","16,605","15,951","13,189","33,448","8,350","1,371","76,127","31,994","29,435","1,792",0,0,"160,416",15.68,8.44,12.68,5.05,0.03
GLOBETRONICS TECHNOLOGY BHD,1.950,Main,"22,503",06 Mar 2019,7:11 PM,31 Dec 2018,"82,239","21,984",3.29,30 Sep 2018,"87,704","23,604",3.54,30 Jun 2018,"71,527","9,341",1.40,31 Mar 2018,"86,486","15,188",5.32,31 Dec 2017,"304,558","81,665","54,081","51,147",0,"150,105","13,823","13,464","116,352","84,844","24,402",0,0,"281,345",18.44,18.75,16.79,2.65,0.13
GREENYIELD BHD,0.135,Main,"1,615",06 Mar 2019,7:11 PM,31 Oct 2018,"8,726",760,0.23,31 Jul 2018,"10,760",-609,-0.18,30 Apr 2018,"11,409",318,0.09,31 Jan 2018,"11,076",464,0.14,31 Jul 2018,"42,523",-,-,-396,79,"32,559","18,184","9,031","5,608","6,430","15,356",0,0,"54,417",2.09,-,-0.93,4.24,-
GUH HOLDINGS BHD,0.515,Main,"1,900",06 Mar 2019,7:11 PM,31 Dec 2018,"81,007","-3,751",-1.37,30 Sep 2018,"96,598","1,660",0.61,30 Jun 2018,"88,013",866,0.32,31 Dec 2017,"89,904","-4,844",-1.77,31 Dec 2017,"356,060",-,-,"-1,744",0,"156,057","17,999","127,117","96,220","129,864","19,913",0,0,"517,572",1.76,-,-0.49,2.46,-
HAI-O ENTERPRISE BHD,2.800,Main,573,06 Mar 2019,7:11 PM,31 Oct 2018,"92,171","13,854",4.68,31 Jul 2018,"80,085","10,660",3.78,30 Apr 2018,"110,649","16,674",5.60,31 Jan 2018,"103,067","19,221",6.64,30 Apr 2018,"461,696",-,-,"72,255",85,"83,344","2,179","91,184","68,674","76,676",0,0,0,"318,923",20.92,-,15.65,3.28,-
GUOCOLAND (MALAYSIA) BHD,0.790,Main,798,06 Mar 2019,7:11 PM,31 Dec 2018,"110,416","-12,062",-1.90,30 Sep 2018,"77,766",32,-0.17,30 Jun 2018,"-21,132","-19,550",-3.06,31 Mar 2018,"35,831","86,725",8.31,30 Jun 2018,"309,305",-,-,"38,199","9,403","375,520","314,322","1,091,816","192,101","492,341","930,193",0,0,"1,490,374",42.54,-,12.35,2.84,-
HAP SENG CONSOLIDATED BHD,9.880,Main,"3,161",06 Mar 2019,7:11 PM,31 Dec 2018,"1,425,945","163,997",6.28,30 Sep 2018,"1,762,910","205,750",7.66,30 Jun 2018,"1,529,458","653,437",25.88,31 Mar 2018,"1,528,206","163,678",6.20,31 Dec 2017,"5,288,733",-,-,"1,103,902","36,736","2,235,953","677,319","2,163,294","739,247","3,973,479","1,593,978","6,155",0,"6,416,454",29.15,-,20.87,1.35,-
HANDAL RESOURCES BERHAD,0.345,Main,"4,030",06 Mar 2019,7:11 PM,31 Dec 2018,"15,190","-1,995",-1.18,30 Sep 2018,"11,508","-6,009",-2.77,30 Jun 2018,"14,981",-229,-0.62,31 Mar 2018,"14,107",-967,-0.60,31 Dec 2017,"63,637",-,-,"-2,430","8,680","29,294",0,"13,446","13,999","33,950",0,0,0,"96,319",2.94,-,-3.82,2.54,-
HARRISONS HOLDINGS (M) BHD,3.810,Main,30,06 Mar 2019,7:11 PM,31 Dec 2018,"403,179","2,466",3.17,30 Sep 2018,"430,981","8,348",12.19,30 Jun 2018,"388,768","6,063",8.85,31 Mar 2018,"430,479","5,887",8.60,31 Dec 2017,"1,550,954",-,-,"21,591",0,"41,342","27,954","178,624","94,817","356,866",0,0,0,"305,012",2.19,-,1.39,1.64,-
HALEX HOLDINGS BERHAD,0.850,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"15,713","-6,315",-5.96,30 Sep 2018,"18,725",233,0.22,30 Jun 2018,"18,229","-3,238",-3.06,31 Dec 2017,"18,355","-6,213",-5.86,31 Dec 2017,"69,039","-3,211","-10,595","-11,893",0,"54,890",26,"17,483","26,069","22,650","25,929",0,0,"73,472",-14.91,-15.13,-17.23,2.88,0.31
HARBOUR-LINK GROUP BHD,0.680,Main,710,06 Mar 2019,7:11 PM,31 Dec 2018,"176,973","12,166",2.37,30 Sep 2018,"158,875","11,364",2.67,30 Jun 2018,"196,956","13,010",2.62,31 Dec 2017,"162,490","10,889",2.44,30 Jun 2018,"646,652",-,-,"35,910",0,"229,640","15,474","23,576","114,563","136,000","28,497",0,0,"431,967",9.97,-,5.55,2.39,-
GUNUNG CAPITAL BERHAD,0.320,Main,548,06 Mar 2019,7:11 PM,31 Dec 2018,"3,281","-3,864",-1.50,30 Sep 2018,"4,596",561,0.30,30 Jun 2018,"8,520",614,0.00,31 Mar 2018,"12,041","2,518",1.10,31 Dec 2017,"40,273",-,-,"-2,636","22,036","25,243","3,435",757,"49,793","3,203",677,0,0,"101,637",-2.03,-,-6.55,17.46,-
HARTALEGA HOLDINGS BHD,4.930,Main,"55,738",06 Mar 2019,7:11 PM,31 Dec 2018,"723,393","119,335",3.60,30 Sep 2018,"714,244","120,381",3.62,30 Jun 2018,"706,353","125,088",3.77,31 Mar 2018,"616,841","116,899",3.53,31 Mar 2018,"2,405,638",-,-,"438,919","20,245","1,744,599",0,"291,274","156,561","413,552","122,273",0,0,"1,997,391",22.21,-,18.25,2.09,-
HCK CAPITAL GROUP BERHAD,1.250,Main,499,06 Mar 2019,7:11 PM,31 Dec 2018,"17,366","11,344",1.49,30 Sep 2018,"7,208","2,098",0.46,30 Jun 2018,"4,239","-2,188",-0.43,31 Mar 2018,"9,507",104,0.05,31 Dec 2017,"29,833",-,-,"5,095","5,029","38,792",11,"259,890","5,253","59,575","149,598",0,0,"203,822",56.48,-,17.08,4.97,-
HEKTAR REITS,1.170,Main,"1,381",06 Mar 2019,7:11 PM,31 Dec 2018,"33,881","2,631",0.57,30 Sep 2018,"33,419","9,550",2.07,30 Jun 2018,"33,848","10,271",2.22,31 Dec 2017,"33,441","12,083",2.62,31 Dec 2017,"125,543","73,069","55,009","32,696",0,95,0,0,"22,096","47,340","542,057",0,0,"648,869",44.5,5.3,26.04,0.87,0.44
HEINEKEN MALAYSIA BERHAD,22.800,Main,"1,236",06 Mar 2019,7:11 PM,31 Dec 2018,"662,281","99,997",33.10,30 Sep 2018,"512,009","78,868",26.11,30 Jun 2018,"421,569","54,900",18.17,31 Mar 2018,"433,813","48,756",16.14,31 Dec 2017,"1,929,963","416,885","366,301","270,058","23,238","241,837",0,"66,899","11,305","477,790",0,0,0,"360,515",19.04,71.72,13.99,1.22,0.12
HENGYUAN REFINING COMPANY BERHAD,6.250,Main,"14,081",06 Mar 2019,7:11 PM,31 Dec 2018,"2,513,364",-72,-0.02,30 Sep 2018,"2,067,137","-122,492",-40.83,30 Jun 2018,"3,599,952","66,598",22.20,31 Dec 2017,"3,092,105","183,553",61.18,31 Dec 2017,"11,583,467","1,143,849","938,161","929,759","38,433","736,834","1,632","1,109,945","512,907","695,412","1,125,905",0,0,"1,788,694",8.95,66.43,8.03,4.13,0.33
HIAP HUAT HOLDINGS BHD,0.095,Ace,0,06 Mar 2019,7:11 PM,31 Dec 2018,"16,534",-34,0.10,30 Sep 2018,"14,167",533,0.16,30 Jun 2018,"13,423",936,0.29,31 Dec 2017,"11,424",73,0.02,31 Dec 2017,"41,551",-,-,776,0,"50,001",0,"16,387","2,981","8,348","12,403",0,0,"55,993",7.11,-,1.87,3.06,-
HEXZA CORPORATION BHD,0.700,Main,"1,016",06 Mar 2019,7:11 PM,31 Dec 2018,"27,155","1,396",0.70,30 Sep 2018,"28,452","2,253",1.10,30 Jun 2018,"26,109","5,893",2.90,31 Mar 2018,"22,759","-1,899",-1.00,30 Jun 2018,"100,144",-,-,"-19,962","2,129","36,419","143,878","15,766","21,826","7,732",0,0,0,"227,684",-16.72,-,-19.93,7.61,-
HIAP TECK VENTURE BHD,0.285,Main,"8,613",06 Mar 2019,7:11 PM,31 Oct 2018,"328,351","9,952",0.77,31 Jul 2018,"325,320","-20,285",-1.50,30 Apr 2018,"241,567","1,165",0.10,31 Jan 2018,"302,482","30,408",2.32,31 Jul 2018,"1,127,859",-,-,"27,946",0,"253,694","1,366","394,836","59,635","644,153","20,543",0,0,"836,473",6.27,-,2.48,1.28,-
HEVEABOARD BHD,0.630,Main,"10,008",06 Mar 2019,7:11 PM,31 Dec 2018,"126,030","6,893",1.23,30 Sep 2018,"101,708","3,169",0.57,30 Sep 2018,"101,708","3,169",0.57,30 Jun 2018,"105,915","4,218",0.75,31 Dec 2017,"544,471",-,-,"64,434","2,946","277,627","5,333","76,808","77,142","83,666","11,822",876,0,"457,420",12.4,-,11.83,3.24,-
HARN LEN CORPORATION BHD,0.660,Main,"1,756",06 Mar 2019,7:11 PM,31 Dec 2018,"51,838","-4,506",-2.14,30 Sep 2018,"52,002",556,0.10,30 Jun 2018,"35,362","-10,704",-5.95,30 Jun 2018,"35,362","-10,704",-5.95,31 Dec 2017,"324,978",-,-,"7,213","5,794","426,311",0,"9,893","4,914","152,609","47,670",897,0,"305,626",6.99,-,2.22,0.48,-
HIBISCUS PETROLEUM BHD,1.060,Main,"314,893",06 Mar 2019,7:11 PM,31 Dec 2018,"165,158","50,105",3.15,30 Sep 2018,"359,955","100,001",6.30,30 Jun 2018,"184,627","98,751",6.22,31 Mar 2018,"75,420","83,135",5.26,30 Jun 2018,"394,344",-,-,"203,712","1,337,252","229,311","4,906","57,914","122,078","235,749",0,"259,237",0,"995,789",67.33,-,51.66,1.71,-
HENG HUAT RESOURCES GROUP BHD,0.130,Ace,300,06 Mar 2019,7:11 PM,31 Dec 2018,"27,679","-3,412",-1.09,31 Dec 2018,"27,679","-3,412",1.09,30 Sep 2018,"30,001",360,0.11,30 Jun 2018,"34,989",695,0.22,31 Dec 2017,"115,242",-,-,367,"4,258","105,259",0,"11,078","9,451","64,707","15,567",0,0,"79,810",4.78,-,0.32,0.91,-
KUMPULAN H&L HIGH-TECH BHD,1.280,Main,0,06 Mar 2019,7:11 PM,31 Oct 2018,"5,617",-279,-0.76,31 Jul 2018,"7,064","2,129",5.82,24 Sep 2018,0,0,0.00,30 Apr 2018,"5,739",699,1.91,31 Oct 2017,"22,179","8,293","6,824","5,569",0,"21,136","1,961","4,531","16,000","5,281","3,535",0,0,"90,092",32.65,6.41,25.11,4.7,0.05
HIL INDUSTRIES BHD,0.505,Main,"3,713",06 Mar 2019,7:11 PM,31 Dec 2018,"35,706","6,703",2.04,30 Sep 2018,"20,620","1,093",0.34,30 Jun 2018,"28,458","3,742",1.13,31 Mar 2018,"20,632","5,373",1.63,31 Dec 2017,"102,192","20,214","11,828","13,489","4,932","56,159","2,596","77,582","156,341","27,918",0,0,0,"330,145",15.11,4.14,13.2,10.29,0
HONG LEONG CAPITAL BERHAD,9.600,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"76,846","18,023",7.47,30 Sep 2018,"82,598","24,031",9.96,30 Jun 2018,"79,885","9,232",3.83,31 Mar 2018,"72,734","21,361",8.85,30 Jun 2016,-,0,0,0,-,0,-,-,0,-,-,-,-,-,-,-,-,-,-
HONG LEONG BANK BHD,21.280,Main,"4,763",06 Mar 2019,7:11 PM,31 Dec 2018,"1,142,170","687,246",33.59,30 Sep 2018,"1,249,025","706,915",34.55,30 Jun 2018,"1,176,314","626,008",30.60,31 Mar 2018,"1,256,066","690,031",33.73,30 Jun 2016,-,"2,223,860","2,067,510","1,903,417",-,"1,382,459",-,-,5.15,-,-,-,-,-,-,-,-,-,-
HLT GLOBAL BERHAD,0.135,Ace,3,06 Mar 2019,7:11 PM,31 Dec 2018,"41,217","-19,516",-3.88,30 Sep 2018,"46,831",789,0.15,30 Jun 2018,"25,332","3,775",0.89,31 Mar 2018,"16,210","-10,723",-4.01,31 Dec 2017,"44,823",-,-,"-6,248",0,"5,382",0,"5,763","19,588","26,150","1,155",0,0,"44,290",-13.89,-,-13.94,2.53,-
HO HUP CONSTRUCTION COMPANY,0.385,Main,"3,844",06 Mar 2019,7:11 PM,31 Dec 2018,"100,975","5,666",1.73,30 Sep 2018,"48,823","6,167",1.46,30 Jun 2018,"51,659","6,350",1.81,31 Mar 2018,"58,498","8,317",2.31,31 Dec 2017,"179,677","63,866","60,300","40,075","105,834","153,536",0,"347,267","32,831","356,570","160,122",0,0,"349,483",33.84,12.12,22.3,1.71,0.34
HONG LEONG FINANCIAL GROUP BHD,19.500,Main,"2,153",06 Mar 2019,7:11 PM,31 Dec 2018,"1,245,292","731,943",42.10,30 Sep 2018,"1,383,165","769,607",44.20,30 Jun 2018,"1,319,869","693,156",39.70,31 Mar 2018,"1,386,355","761,496",43.90,30 Jun 2016,-,0,0,0,-,0,-,-,0,-,-,-,-,-,-,-,-,-,-
HOMERITZ CORPORATION BERHAD,0.620,Main,180,06 Mar 2019,7:11 PM,30 Nov 2018,"36,098","5,131",1.71,31 Aug 2018,"40,160","6,261",2.09,31 May 2018,"39,843","4,616",1.54,28 Feb 2018,"40,459","3,619",1.21,31 Aug 2017,"168,957","38,573","36,035","30,888",478,"43,980",0,"32,716","60,782","16,518",0,0,0,"132,445",23.15,24.81,18.28,6.44,0
GRAND HOOVER BHD,0.595,Main,"1,980",06 Mar 2019,7:11 PM,31 Dec 2018,"15,720",-360,-1.24,30 Sep 2018,"16,056",-289,-1.04,31 Mar 2018,"14,412",-156,-0.78,31 Dec 2017,"12,510",-151,-0.85,30 Jun 2018,"52,161",-,-,"-1,791","1,151","21,599",91,"14,891","1,803","22,963","2,776",0,0,"57,708",-1.32,-,-3.43,2,-
HONG LEONG INDUSTRIES BHD,9.950,Main,"1,058",06 Mar 2019,7:11 PM,31 Dec 2018,"702,847","106,224",27.63,30 Sep 2018,"672,914","88,025",22.33,30 Jun 2018,"603,604","122,737",34.11,31 Mar 2018,"637,625","80,593",20.40,30 Jun 2018,"2,502,966",-,-,"334,603","14,982","322,108","218,806","210,344","831,340","389,476",0,"26,723",0,"1,584,772",18.77,-,13.37,3.68,-
HOCK HENG STONE INDUSTRIES BHD,0.550,Main,130,06 Mar 2019,7:11 PM,31 Dec 2018,"7,681",-354,-0.45,30 Sep 2018,"7,830",168,0.21,30 Jun 2018,"7,271",92,0.12,31 Mar 2018,"8,168",221,0.28,31 Dec 2017,"37,207",-,-,858,"2,188","22,610",0,"56,460",923,"31,114","24,002",0,0,"55,063",8.24,-,2.31,2.48,-
SINO HUA-AN INTERNATIONAL BHD,0.220,Main,"179,210",06 Mar 2019,7:11 PM,31 Dec 2018,"251,708","14,803",1.32,30 Jun 2018,"240,334","2,534",0.23,31 Mar 2018,"265,520","5,549",0.49,31 Dec 2017,"276,679","25,685",2.29,31 Dec 2017,"891,691",-,-,"80,807",0,"187,438","30,703","70,515","20,472","85,439",0,0,0,"364,702",9.09,-,9.06,2.72,-
HOCK SENG LEE BHD,1.540,Main,170,06 Mar 2019,7:11 PM,31 Dec 2018,"151,061","11,567",2.10,30 Sep 2018,"173,291","14,333",2.60,30 Jun 2018,"154,245","14,139",2.57,31 Mar 2018,"131,758","13,800",2.51,31 Dec 2017,"505,907","73,074","60,620","46,531",0,"161,904",0,"183,034","72,108","212,201","10,533",0,0,"737,575",12.46,6.45,9.2,2.88,0.03
HSS ENGINEERS BERHAD,1.090,Main,"9,004",06 Mar 2019,7:11 PM,31 Dec 2018,"46,795","-119,529",-25.71,30 Sep 2018,"53,829","9,149",2.01,30 Jun 2018,"55,074","6,899",1.60,31 Mar 2018,"34,011",881,0.24,31 Dec 2017,"145,666","24,139","22,077","15,029",690,"5,388","1,263",0,"48,491","58,618",81,54,0,"89,200",15.9,17.9,10.32,2.42,0.14
HEITECH PADU BHD,0.750,Main,"54,612",06 Mar 2019,7:11 PM,31 Dec 2018,"79,269","-37,364",-32.18,30 Sep 2018,"89,298",-82,2.13,30 Sep 2018,"89,298",-82,2.13,30 Jun 2018,"131,369","1,284",1.66,31 Dec 2017,"426,872",-,-,"-13,998","22,448","50,705","7,333",758,"94,887","258,596","19,250",0,0,"156,252",-1.86,-,-3.28,1.29,-
HUA YANG BHD,0.395,Main,"1,254",06 Mar 2019,7:11 PM,31 Dec 2018,"68,424","5,668",1.64,30 Sep 2018,"64,545","1,900",0.54,30 Sep 2018,"64,545","1,900",0.54,30 Jun 2018,"66,542","1,012",0.29,31 Mar 2018,"230,691",-,-,"4,412","23,741","16,612","189,440","345,377","16,280","345,185","230,105",0,0,"590,188",9.82,-,1.91,1.42,-
HAP SENG PLANTATIONS HOLDINGS,1.940,Main,112,06 Mar 2019,7:11 PM,31 Dec 2018,"96,094","6,079",0.76,30 Sep 2018,"65,587","3,608",0.45,30 Jun 2018,"107,875","3,941",0.49,31 Mar 2018,"121,200","15,481",1.94,31 Dec 2017,"555,072",-,-,"134,823",0,"2,064,790",0,"67,483","135,764","53,786",0,0,0,"2,070,992",32.19,-,24.29,4.73,-
HUBLINE BHD,0.060,Main,"10,160",06 Mar 2019,7:11 PM,31 Dec 2018,"27,982",383,0.01,30 Sep 2018,"28,189","-6,370",-0.27,30 Jun 2018,"27,099",325,0.01,31 Mar 2018,"22,035",318,0.01,30 Sep 2017,"94,082","1,210","-11,957","-19,631","15,207","164,131",0,"5,627","11,156","94,741","67,239",0,0,"74,355",-11.65,-29.86,-20.87,0.43,0.49
HUME INDUSTRIES BHD,0.735,Main,"6,746",06 Mar 2019,7:11 PM,31 Dec 2018,"163,004","-27,083",-5.65,30 Sep 2018,"160,303","-18,989",-3.96,30 Jun 2018,"140,574","-31,987",-6.68,31 Mar 2018,"179,759","-18,897",-3.94,30 Jun 2018,"645,003",-,-,"-54,870",0,"1,064,792",0,"100,699","73,256","680,000","235,277",422,0,"389,900",-5.51,-,-8.51,0.37,-
HO WAH GENTING BHD,0.105,Main,476,06 Mar 2019,7:11 PM,31 Dec 2018,"38,448","-1,754",-9.36,30 Sep 2018,"44,102","-2,178",-0.70,30 Jun 2018,"37,454",413,0.19,31 Mar 2018,"39,703","-2,923",-1.10,31 Dec 2017,"156,563",-,-,"-10,816",11,"37,792",864,"20,784","3,988","43,468","11,963","3,089",0,"21,671",-13.28,-,-6.91,0.96,-
HWA TAI INDUSTRIES BHD,0.340,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"18,287","-2,680",-3.57,30 Sep 2018,"15,294",-525,-0.70,30 Jun 2018,"15,922",-721,-0.96,31 Dec 2017,"19,914","1,236",1.65,31 Dec 2017,"67,813","4,899","2,734","1,062",0,"13,996","2,760","7,644","14,518","34,471",0,0,0,"29,076",4.58,3.71,1.57,1.3,0.22
HUP SENG INDUSTRIES BHD,1.030,Main,582,06 Mar 2019,7:11 PM,31 Dec 2018,"85,853","12,735",1.59,30 Sep 2018,"74,639","10,346",1.29,30 Jun 2018,"69,736","8,773",1.10,31 Mar 2018,"77,145","11,105",1.39,31 Dec 2017,"299,665","61,751","56,022","44,447",0,"77,689",0,"24,857","99,026","73,219",0,0,0,"163,518",19.82,25.65,14.83,2.26,0
I-BHD,0.420,Main,429,06 Mar 2019,7:11 PM,31 Dec 2018,"47,969","6,279",0.59,30 Sep 2018,"60,662","5,671",0.54,30 Jun 2018,"107,164","22,310",2.10,31 Mar 2018,"159,349","24,476",2.31,31 Dec 2017,"465,080",-,-,"75,476",0,"84,107","102,698","655,250","174,368","409,009",0,0,0,"912,942",22.67,-,16.23,2.32,-
ICAPITAL.BIZ BHD,2.410,Main,21,06 Mar 2019,7:11 PM,30 Nov 2018,"3,534",895,0.64,31 Aug 2018,"4,487","1,912",1.37,31 May 2018,"12,594","8,609",6.15,28 Feb 2018,"4,220","-1,453",-1.04,31 May 2016,-,"23,718","23,718","21,360",0,0,"126,022",0,"303,481","7,349",0,0,0,"424,196",-,5.15,-,41.57,0
iDIMENSION CONSOLIDATED BHD,0.030,Ace,0,06 Mar 2019,7:11 PM,31 Dec 2018,"2,320",-843,-0.15,30 Sep 2018,"3,083",-344,-0.06,30 Jun 2018,"-41,741","1,956",0.36,31 Mar 2018,"4,015",-883,-0.16,30 Jun 2018,"22,577",-,-,"-18,473",0,"12,242","9,027",72,"9,571","6,531","4,282",0,0,"32,690",-76.59,-,-81.82,2.62,-
IBRACO BHD,0.710,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"83,948","13,212",2.84,30 Sep 2018,"73,475","8,951",1.74,30 Jun 2018,"49,344","5,741",1.02,31 Mar 2018,"32,493","2,461",0.47,31 Dec 2017,"126,599",-,-,"14,038",0,"20,994",0,"350,931","37,697","223,196","44,191",0,0,"336,861",17.72,-,11.09,2.11,-
ICON OFFSHORE BERHAD,0.090,Main,"147,730",06 Mar 2019,7:11 PM,31 Dec 2018,"46,767","-416,560",-35.26,30 Sep 2018,"51,736","-10,102",-1.00,30 Jun 2018,"53,185","-3,577",-0.40,31 Mar 2018,"48,059","-7,560",-0.73,31 Dec 2017,"204,624","78,360","-14,177","-62,099",0,"1,114,209",0,"3,169","47,758","410,976","347,027",0,0,"517,457",-4.56,-11.4,-30.35,0.36,0.52
IDEAL UNITED BINTANG INTERNATIONAL BERHAD,1.190,Main,"1,969",06 Mar 2019,7:11 PM,31 Dec 2018,"172,212","27,168",11.12,30 Sep 2018,"103,252","19,255",7.62,30 Jun 2018,"194,693","35,398",14.09,30 Jun 2018,"194,693","35,398",14.09,31 Dec 2017,"9,116",-,-,"3,740",0,"8,976",0,0,"5,525","4,463",0,0,0,"63,829",62.54,-,41.03,4.36,-
IFCA MSC BHD,0.405,Ace,"180,564",06 Mar 2019,7:11 PM,31 Dec 2018,"33,020","9,475",1.48,30 Sep 2018,"22,196","1,403",0.22,30 Jun 2018,"19,500","1,294",0.23,31 Mar 2018,"19,263",288,0.05,31 Dec 2017,"88,828",-,-,"9,655","25,886","8,908",276,0,"73,230","27,938",0,0,0,"111,389",15.42,-,10.87,3.46,-
IHH HEALTHCARE BERHAD,5.840,Main,"63,854",06 Mar 2019,7:11 PM,31 Dec 2018,"3,165,348","710,687",5.78,30 Sep 2018,"2,840,915","-354,465",-1.53,30 Jun 2018,"2,659,716","104,487",1.75,31 Mar 2018,"2,854,953","29,151",0.44,31 Dec 2017,"11,142,639",-,-,"969,953","12,970,640","13,141,621","1,213,285","356,941","6,078,603","4,044,984","5,996,293","45,590",0,"25,900,730",17.58,-,8.7,2.01,-
IJM CORPORATION BHD,1.910,Main,"30,215",06 Mar 2019,7:11 PM,31 Dec 2018,"1,507,249","101,176",2.57,30 Sep 2018,"1,309,166","11,766",0.60,30 Jun 2018,"1,444,316","60,817",1.73,31 Mar 2018,"1,398,630","12,406",0.31,31 Mar 2018,"6,026,948",-,-,"349,809","4,702,498","1,990,135","1,539,714","7,462,583","1,065,453","5,967,563","2,975,865","136,497",0,"10,765,323",13.53,-,5.8,1.9,-
IGB REAL ESTATE INV TRUST,1.760,Main,"2,600",06 Mar 2019,7:11 PM,31 Dec 2018,"137,206","105,508",2.99,30 Sep 2018,"133,725","75,814",2.15,30 Jun 2018,"127,968","70,180",1.99,31 Mar 2018,"136,790","82,251",2.34,31 Dec 2017,"524,918","416,180","378,708","343,366",0,"10,220",0,0,"285,208","259,533","1,198,765",0,0,"3,723,299",73.73,9.29,65.41,1.2,0.23
IKHMAS JAYA GROUP BERHAD,0.145,Main,"46,743",06 Mar 2019,7:11 PM,31 Dec 2018,"71,492","-32,666",-5.41,30 Sep 2018,"67,067","-4,096",-0.73,30 Jun 2018,"64,983","1,174",0.23,31 Mar 2018,"83,671","4,944",0.95,31 Dec 2017,"303,166",-,-,"6,929",0,"99,139",226,232,"30,382","296,857","5,269",0,0,"204,415",6.28,-,2.29,1.46,-
INTEGRATED LOGISTICS BHD,0.450,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"5,843","-66,861",37.10,30 Sep 2018,"6,181","-26,935",-10.40,30 Jun 2018,"6,239","-6,327",-2.70,31 Mar 2018,"6,264","-1,909",-1.50,31 Dec 2017,"16,307","1,122","-3,196","-9,664","18,544","250,178","79,622",0,"33,879","58,522","92,544",0,0,"349,213",19.81,-2.75,-59.26,1.6,0.28
IJM PLANTATIONS BHD,1.720,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"142,869","-2,569",-0.23,30 Sep 2018,"140,086","-31,003",-3.21,30 Jun 2018,"183,143","-24,815",-2.22,31 Mar 2018,"141,317","5,830",1.14,31 Mar 2018,"747,217",-,-,"46,645","1,252,964","881,720",0,"114,718","217,010","358,901","460,567","17,143",0,"1,619,768",16.58,-,6.24,1.11,-
IGB BERHAD,2.490,Main,59,06 Mar 2019,7:11 PM,31 Dec 2018,"361,101","140,094",13.76,30 Sep 2018,"353,217","107,079",10.30,30 Jun 2018,"293,498","74,130",6.32,31 Mar 2018,"294,195","70,212",5.43,31 Dec 2017,"1,222,250",-,-,"197,000","17,899","1,633,541","900,954","595,394","1,561,873","1,235,406","2,856,048",0,0,"4,033,615",48.64,-,16.12,2.02,-
IMASPRO CORPORATION BHD,2.230,Main,"19,441",06 Mar 2019,7:11 PM,31 Dec 2018,"20,844",695,0.87,30 Sep 2018,"14,232",766,0.96,30 Jun 2018,"19,274",-99,-0.12,31 Dec 2017,"27,745","5,889",7.36,30 Jun 2018,"81,187",-,-,"5,734","7,855","29,776","11,450","18,294","24,875","8,124","4,027",0,0,"131,550",9.05,-,7.06,9.48,-
INARI AMERTRON BERHAD,1.670,Main,"126,602",06 Mar 2019,7:11 PM,31 Dec 2018,"300,147","55,155",1.73,30 Sep 2018,"325,721","60,118",1.91,30 Jun 2018,"301,162","66,862",1.80,31 Dec 2017,"375,964","69,068",3.37,30 Jun 2018,"1,376,042",-,-,"249,266","2,145","400,353",0,"160,521","529,962","239,732","14,545",44,0,"1,070,817",21.58,-,18.11,3.85,-
